Filename,ML Task Feature (Additive - label),ML Task Feature (Additive - concentration),ML Task Feature (Additive - pKa (COOH group)),ML Task Feature (Additive - pKb (NH2 group)),ML Task Feature (Additive - pI),ML Task Feature (Additive - pKc (other group)),ML Task Target (Calcite unit-cell length a),ML Task Target (Calcite unit-cell length c),ML Task Target (Calcite phase present),ML Task Target (Vaterite unit-cell length a),ML Task Target (Vaterite unit-cell length c),ML Task Target (Vaterite phase present),ML Task Target (Degree of Crystallinity),Excluded (True/False),Split (train/test/validation)
578800-mythen_summed.xye,Thr,0.75,2.2,8.96,5.6,,4.99581,17.06805,TRUE,4.12885,8.47075,TRUE,60.40672,False,
578801-mythen_summed.xye,Thr,1,2.2,8.96,5.6,,4.99443,17.07587,TRUE,4.129,8.47146,TRUE,59.91796,False,
578802-mythen_summed.xye,Thr,1.25,2.2,8.96,5.6,,4.9964,17.08147,TRUE,4.12963,8.47199,TRUE,54.65344,False,
578803-mythen_summed.xye,Thr,1.5,2.2,8.96,5.6,,4.99543,17.0814,TRUE,4.12894,8.47231,TRUE,54.46448,False,
578804-mythen_summed.xye,Thr,1.75,2.2,8.96,5.6,,4.99452,17.07898,TRUE,4.12799,8.47213,TRUE,54.8348,False,
578805-mythen_summed.xye,Thr,2,2.2,8.96,5.6,,4.99468,17.08102,TRUE,4.12811,8.47158,TRUE,55.41629,False,
578520-mythen_summed.xye,Trp,0,2.2,8.96,5.6,,4.99418,17.07911,TRUE,4.12814,8.47186,TRUE,62.88796,False,
578521-mythen_summed.xye,Trp,0.1,2.2,8.96,5.6,,4.99244,17.0742,TRUE,4.12841,8.47138,TRUE,58.90369,False,
578522-mythen_summed.xye,Trp,0.2,2.2,8.96,5.6,,4.99707,17.05566,TRUE,4.12696,8.47239,TRUE,58.23419,False,
578523-mythen_summed.xye,Trp,0.25,2.2,8.96,5.6,,4.99615,17.066,TRUE,4.12659,8.47635,TRUE,66.20038,False,
578524-mythen_summed.xye,Trp,0.3,2.2,8.96,5.6,,4.99607,17.07198,TRUE,4.12673,8.47263,TRUE,58.18765,False,
578525-mythen_summed.xye,Trp,0.35,2.2,8.96,5.6,,4.99539,17.07504,TRUE,4.12717,8.4731,TRUE,56.38217,False,
578526-mythen_summed.xye,Trp,0.4,2.2,8.96,5.6,,4.99459,17.0782,TRUE,4.12647,8.47367,TRUE,58.89734,False,
578527-mythen_summed.xye,Trp,0.45,2.2,8.96,5.6,,4.99354,17.07347,TRUE,4.12699,8.47337,TRUE,61.91787,False,
578528-mythen_summed.xye,Trp,0.5,2.2,8.96,5.6,,4.99387,17.07159,TRUE,4.12716,8.4721,TRUE,56.75494,False,
578691-mythen_summed.xye,Trp,0,2.2,8.96,5.6,,4.99387,17.07392,TRUE,4.12687,8.47433,TRUE,58.1712,False,
578692-mythen_summed.xye,Trp,0.1,2.38,9.34,5.89,,4.99514,17.06117,TRUE,4.12882,8.47064,TRUE,58.96646,False,
578693-mythen_summed.xye,Trp,0.2,2.38,9.34,5.89,,4.99705,17.05754,TRUE,4.12826,8.47072,TRUE,55.18678,False,
578694-mythen_summed.xye,Trp,0.25,2.38,9.34,5.89,,4.9962,17.05812,TRUE,4.12811,8.47117,TRUE,55.95888,False,
578695-mythen_summed.xye,Trp,0.3,2.38,9.34,5.89,,4.99692,17.062,TRUE,4.12861,8.47454,TRUE,57.38851,False,
578696-mythen_summed.xye,Trp,0.35,2.38,9.34,5.89,,4.99615,17.05931,TRUE,4.1283,8.47145,TRUE,56.59486,False,
578697-mythen_summed.xye,Trp,0.4,2.38,9.34,5.89,,4.9947,17.06207,TRUE,4.12846,8.47002,TRUE,57.13214,False,
578698-mythen_summed.xye,Trp,0.45,2.38,9.34,5.89,,4.9963,17.06103,TRUE,4.12838,8.47094,TRUE,57.01016,False,
578699-mythen_summed.xye,Trp,0.5,2.38,9.34,5.89,,4.99655,17.06161,TRUE,4.12875,8.47091,TRUE,56.10358,False,
578873-mythen_summed.xye,Trp,0,2.38,9.34,5.89,,4.99658,17.06111,TRUE,4.12805,8.47148,TRUE,55.6376,False,
578874-mythen_summed.xye,Trp,0.1,2.38,9.34,5.89,,4.99569,17.05832,TRUE,4.12757,8.47162,TRUE,56.30274,False,
578875-mythen_summed.xye,Trp,0.2,2.38,9.34,5.89,,4.99624,17.06889,TRUE,4.12775,8.47387,TRUE,60.92322,False,
578876-mythen_summed.xye,Trp,0.25,2.38,9.34,5.89,,4.99581,17.07006,TRUE,4.1272,8.47442,TRUE,57.49987,False,
578877-mythen_summed.xye,Trp,0.3,2.38,9.34,5.89,,4.99563,17.0812,TRUE,4.12684,8.47441,TRUE,56.79918,False,
578878-mythen_summed.xye,Trp,0.35,2.38,9.34,5.89,,4.99633,17.08318,TRUE,4.1274,8.47477,TRUE,56.50056,False,
578879-mythen_summed.xye,Trp,0.4,2.38,9.34,5.89,,4.99412,17.08337,TRUE,4.12712,8.47397,TRUE,55.53659,False,
578880-mythen_summed.xye,Trp,0.45,2.38,9.34,5.89,,4.99464,17.08662,TRUE,4.12763,8.475,TRUE,55.91814,False,
578881-mythen_summed.xye,Trp,0.5,2.38,9.34,5.89,,4.99429,17.08939,TRUE,4.12711,8.47436,TRUE,54.87419,False,
578482-mythen_summed.xye,Val,0,2.38,9.34,5.89,,4.9933,17.08348,TRUE,4.12809,8.47289,TRUE,59.65616,False,
578483-mythen_summed.xye,Val,0.25,2.38,9.34,5.89,,4.99693,17.05435,TRUE,4.12764,8.47187,TRUE,60.13784,False,
578484-mythen_summed.xye,Val,0.5,2.38,9.34,5.89,,4.99642,17.05623,TRUE,4.12772,8.47106,TRUE,54.7134,False,
578485-mythen_summed.xye,Val,0.75,2.38,9.34,5.89,,4.99439,17.06412,TRUE,4.12824,8.47117,TRUE,59.76458,False,
578486-mythen_summed.xye,Val,1,2.38,9.34,5.89,,4.99606,17.05711,TRUE,4.1277,8.47066,TRUE,62.38772,False,
578487-mythen_summed.xye,Val,1.25,2.38,9.34,5.89,,4.99622,17.05804,TRUE,4.12767,8.47202,TRUE,58.74186,False,
578488-mythen_summed.xye,Val,1.5,2.38,9.34,5.89,,4.99573,17.05774,TRUE,4.12763,8.47085,TRUE,65.38941,False,
578489-mythen_summed.xye,Val,1.75,2.38,9.34,5.89,,4.99643,17.05994,TRUE,4.12822,8.47081,TRUE,59.09306,False,
578490-mythen_summed.xye,Val,2,2.38,9.34,5.89,,4.99656,17.05768,TRUE,4.12746,8.47122,TRUE,58.67878,False,
578666-mythen_summed.xye,Val,0,2.38,9.34,5.89,,4.99589,17.06014,TRUE,4.12752,8.47138,TRUE,59.1326,False,
578667-mythen_summed.xye,Val,0.25,2.27,9.52,5.96,,4.99665,17.05935,TRUE,,,FALSE,59.42286,False,
578668-mythen_summed.xye,Val,0.5,2.27,9.52,5.96,,4.99207,17.06176,TRUE,4.12813,8.46788,TRUE,79.0444,False,
578669-mythen_summed.xye,Val,0.75,2.27,9.52,5.96,,4.99623,17.05723,TRUE,4.12749,8.47215,TRUE,59.49418,False,
578670-mythen_summed.xye,Val,1,2.27,9.52,5.96,,4.99554,17.05041,TRUE,,,FALSE,61.3888,False,
578671-mythen_summed.xye,Val,1.25,2.27,9.52,5.96,,4.99483,17.06789,TRUE,4.12597,8.47934,TRUE,61.71259,False,
578672-mythen_summed.xye,Val,1.5,2.27,9.52,5.96,,4.99551,17.06451,TRUE,4.12796,8.47061,TRUE,64.1391,False,
578673-mythen_summed.xye,Val,1.75,2.27,9.52,5.96,,4.99677,17.06258,TRUE,,,FALSE,61.15567,False,
578674-mythen_summed.xye,Val,2,2.27,9.52,5.96,,4.99593,17.06006,TRUE,4.12779,8.47056,TRUE,61.51089,False,
578834-mythen_summed.xye,Val,0,2.27,9.52,5.96,,4.99513,17.06001,TRUE,4.12706,8.47142,TRUE,61.23157,False,
578835-mythen_summed.xye,Val,0.25,2.27,9.52,5.96,,4.99551,17.06148,TRUE,4.1275,8.47196,TRUE,57.14635,False,
578836-mythen_summed.xye,Val,0.5,2.27,9.52,5.96,,4.99636,17.06141,TRUE,4.12847,8.47224,TRUE,58.89021,False,
578837-mythen_summed.xye,Val,0.75,2.27,9.52,5.96,,4.99769,17.06435,TRUE,,,FALSE,57.53627,False,
578838-mythen_summed.xye,Val,1,2.27,9.52,5.96,,4.99531,17.06053,TRUE,4.12779,8.47182,TRUE,67.20039,False,
578839-mythen_summed.xye,Val,1.25,2.27,9.52,5.96,,4.99517,17.06005,TRUE,4.12799,8.47008,TRUE,59.04989,False,
578840-mythen_summed.xye,Val,1.5,2.27,9.52,5.96,,4.99475,17.06226,TRUE,4.12818,8.47082,TRUE,61.85275,False,
578841-mythen_summed.xye,Val,1.75,2.27,9.52,5.96,,4.99603,17.0644,TRUE,4.12859,8.47211,TRUE,62.72725,False,
578842-mythen_summed.xye,Val,2,2.27,9.52,5.96,,4.99579,17.06246,TRUE,4.12775,8.47226,TRUE,63.68085,False,
579048-mythen_summed.xye,Val,0,2.27,9.52,5.96,,4.99539,17.06241,TRUE,4.12774,8.47177,TRUE,61.0189,False,
579049-mythen_summed.xye,Val,0.25,2.27,9.52,5.96,,4.99144,17.06551,TRUE,,,FALSE,65.56016,False,
579050-mythen_summed.xye,Val,0.5,2.27,9.52,5.96,,4.99651,17.05778,TRUE,4.12863,8.46953,TRUE,58.54607,False,
579051-mythen_summed.xye,Val,0.75,2.27,9.52,5.96,,4.99698,17.05902,TRUE,4.12797,8.47287,TRUE,59.90084,False,
579052-mythen_summed.xye,Val,1,2.27,9.52,5.96,,4.99629,17.05948,TRUE,4.12742,8.47265,TRUE,60.60255,False,
579053-mythen_summed.xye,Val,1.25,2.27,9.52,5.96,,4.99512,17.06595,TRUE,4.1294,8.47054,TRUE,62.09825,False,
579054-mythen_summed.xye,Val,1.5,2.27,9.52,5.96,,4.99655,17.06106,TRUE,4.12748,8.47427,TRUE,63.07961,False,
579055-mythen_summed.xye,Val,1.75,2.27,9.52,5.96,,4.99363,17.06409,TRUE,4.12883,8.46798,TRUE,60.70631,False,
579056-mythen_summed.xye,Val,2,2.27,9.52,5.96,,4.99398,17.06499,TRUE,4.12887,8.46865,TRUE,59.68201,False,
,,,2.27,9.52,5.96,,4.99412,17.06635,TRUE,4.12906,8.46895,TRUE,,False,
,,,2.27,9.52,5.96,,4.99426,17.05874,TRUE,4.12795,8.47024,TRUE,,False,
,,,2.27,9.52,5.96,,4.99631,17.06464,TRUE,4.12912,8.47125,TRUE,,False,
,,,2.27,9.52,5.96,,4.99473,17.05903,TRUE,4.1281,8.46923,TRUE,,False,
,,,2.27,9.52,5.96,,4.99539,17.05904,TRUE,4.12824,8.46972,TRUE,,False,
,,,2.27,9.52,5.96,,4.99514,17.06097,TRUE,,,FALSE,,False,
,,,2.27,9.52,5.96,,4.99645,17.06154,TRUE,,,FALSE,,False,
,,,2.27,9.52,5.96,,4.99549,17.06322,TRUE,4.1287,8.47099,TRUE,,False,
,,,2.27,9.52,5.96,,4.99542,17.06207,TRUE,,,FALSE,,False,
,,,2.27,9.52,5.96,,4.99492,17.06101,TRUE,4.12805,8.46938,TRUE,,False,
