Filename,FileURL,Maximum Intensity,Weighted pattern R-factor (R_wp),Goodness of Fit,Calcite phase present,Calcite unit-cell length a,Calcite unit-cell length b,Calcite unit-cell length c,Calcite unit-cell angle alpha,Calcite unit-cell angle beta,Calcite unit-cell angle gamma,Calcite weight percentage,Vaterite phase present,Vaterite unit-cell length a,Vaterite unit-cell length b,Vaterite unit-cell length c,Vaterite unit-cell angle alpha,Vaterite unit-cell angle beta,Vaterite unit-cell angle gamma,Vaterite weight percentage,Additive - label,Additive - concentration,Additive - ChEBI URL,Additive - ChEBI molecule class URLs,Additive - ChEBI molecule class names,Additive - name,Additive - IUPAC name,Additive - formula,Additive - mass,Additive - canonical SMILES,Additive - standard InChI,Additive - standard InChIKey,Additive – pKa (COOH group),Additive – pKb (NH2 group),Additive – pKc (other group),Additive – pI
579135-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/knjd6-rfs37/files/579135-mythen_summed.xye/content,439063.28582100006,5.53552,6.50616,TRUE,4.99638,4.99638,17.05806,90,90,120,26.59691,TRUE,4.12869,4.12869,8.47025,90,90,120,73.40309,Glu,0.3,https://www.ebi.ac.uk/chebi/CHEBI:16015,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:18237]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamic acid]",,L-glutamic acid,C5H9NO4,147.13,N[C@@H](CCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,2.16,9.58,4.15,3.22
579136-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/0xahb-w0z27/files/579136-mythen_summed.xye/content,554448.0843870001,5.39422,6.08435,TRUE,4.99542,4.99542,17.06105,90,90,120,42.16339,TRUE,4.12954,4.12954,8.46931,90,90,120,57.83661,Glu,0.35,https://www.ebi.ac.uk/chebi/CHEBI:16015,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:18237]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamic acid]",,L-glutamic acid,C5H9NO4,147.13,N[C@@H](CCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,2.16,9.58,4.15,3.22
579137-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/a0p8z-49f48/files/579137-mythen_summed.xye/content,968710.91,5.94667,7.31561,TRUE,4.99566,4.99566,17.05608,90,90,120,41.61307,TRUE,4.12827,4.12827,8.46927,90,90,120,58.38693,Glu,0.4,https://www.ebi.ac.uk/chebi/CHEBI:16015,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:18237]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamic acid]",,L-glutamic acid,C5H9NO4,147.13,N[C@@H](CCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,2.16,9.58,4.15,3.22
579138-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/ye8mp-vc775/files/579138-mythen_summed.xye/content,282035.44491099997,5.92706,6.88751,TRUE,4.99629,4.99629,17.05944,90,90,120,18.1286,TRUE,4.12961,4.12961,8.469,90,90,120,81.8714,Glu,0.45,https://www.ebi.ac.uk/chebi/CHEBI:16015,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:18237]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamic acid]",,L-glutamic acid,C5H9NO4,147.13,N[C@@H](CCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,2.16,9.58,4.15,3.22
579139-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/5fcpm-qny07/files/579139-mythen_summed.xye/content,755205.8,6.39963,7.83843,TRUE,4.99486,4.99486,17.05806,90,90,120,32.57323,TRUE,4.12872,4.12872,8.46814,90,90,120,67.42677,Glu,0.5,https://www.ebi.ac.uk/chebi/CHEBI:16015,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:18237]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamic acid]",,L-glutamic acid,C5H9NO4,147.13,N[C@@H](CCC(=O)O)C(=O)O,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,2.16,9.58,4.15,3.22
578651-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/es16e-3h210/files/578651-mythen_summed.xye/content,592705.76,3.19649,3.531,TRUE,4.99713,4.99713,17.05228,90,90,120,71.41284,TRUE,4.12568,4.12568,8.47256,90,90,120,28.58716,Gln,0,,,,,,,,,,,2.18,9,,5.65
578652-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/xewz7-tbv31/files/578652-mythen_summed.xye/content,864225.8006739999,6.12428,7.49412,TRUE,4.99586,4.99586,17.05952,90,90,120,36.97494,TRUE,4.1276,4.1276,8.47193,90,90,120,63.02506,Gln,0.2,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578653-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/qa66g-r7c40/files/578653-mythen_summed.xye/content,589760.79,6.52507,8.14601,TRUE,4.99511,4.99511,17.06146,90,90,120,23.21003,TRUE,4.12616,4.12616,8.47403,90,90,120,76.78997,Gln,0.25,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578654-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/sf0qa-mhr52/files/578654-mythen_summed.xye/content,528235.3362390001,6.42967,7.91589,TRUE,4.99582,4.99582,17.06586,90,90,120,23.85279,TRUE,4.12652,4.12652,8.47406,90,90,120,76.14721,Gln,0.5,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578655-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/w0kwh-act58/files/578655-mythen_summed.xye/content,299328.16,6.17856,7.33928,TRUE,4.99627,4.99627,17.07278,90,90,120,18.57325,TRUE,4.12841,4.12841,8.47154,90,90,120,81.42675,Gln,0.75,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578656-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/mxq69-45d49/files/578656-mythen_summed.xye/content,356830.09,7.17314,8.96288,TRUE,4.99557,4.99557,17.07564,90,90,120,15.73903,TRUE,4.12652,4.12652,8.47368,90,90,120,84.26097,Gln,1,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578657-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/fz19s-kmh71/files/578657-mythen_summed.xye/content,747265.1599259999,6.1675,7.65829,TRUE,4.99528,4.99528,17.07603,90,90,120,35.99273,TRUE,4.12669,4.12669,8.47316,90,90,120,64.00727,Gln,1.25,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578658-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/vymnt-4bc44/files/578658-mythen_summed.xye/content,359617.75143400003,5.56098,6.74311,TRUE,4.99525,4.99525,17.0809,90,90,120,21.15884,TRUE,4.12713,4.12713,8.47242,90,90,120,78.84116,Gln,1.5,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578659-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/rebt6-vh210/files/578659-mythen_summed.xye/content,338127.74,5.91023,7.07112,TRUE,4.99526,4.99526,17.08434,90,90,120,22.37202,TRUE,4.12677,4.12677,8.47462,90,90,120,77.62798,Gln,1.7,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578817-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/4zjq2-6yp29/files/578817-mythen_summed.xye/content,680310.0488799999,4.47031,4.77587,TRUE,4.99618,4.99618,17.06673,90,90,120,100,FALSE,,,,90,90,120,0,Gln,0.25,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578818-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/fvtya-4bp89/files/578818-mythen_summed.xye/content,231096.68,3.53121,3.67969,TRUE,4.99605,4.99605,17.07076,90,90,120,86.49551,TRUE,4.12802,4.12802,8.4749,90,90,120,13.50449,Gln,0.5,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578819-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/0be3q-11w36/files/578819-mythen_summed.xye/content,383661.50881800003,6.26398,6.29551,TRUE,4.99669,4.99669,17.06351,90,90,120,100,FALSE,,,,90,90,120,0,Gln,0.75,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578820-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/4b2mp-csn36/files/578820-mythen_summed.xye/content,577493.61,5.09822,5.93795,TRUE,4.99571,4.99571,17.07081,90,90,120,42.66705,TRUE,4.1276,4.1276,8.47335,90,90,120,57.33295,Gln,1,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578821-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/6sjyc-4y523/files/578821-mythen_summed.xye/content,2276949.49,7.199,9.01253,TRUE,4.99506,4.99506,17.0783,90,90,120,94.89911,TRUE,4.12663,4.12663,8.47223,90,90,120,5.10089,Gln,1.5,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578822-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/stt9b-yq502/files/578822-mythen_summed.xye/content,153046.87,1.74797,1.80573,TRUE,4.99429,4.99429,17.08258,90,90,120,100,FALSE,,,,90,90,120,0,Gln,1.7,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579167-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/5z8sp-zjx67/files/579167-mythen_summed.xye/content,968514.7751089999,5.19137,6.19416,TRUE,4.99688,4.99688,17.05536,90,90,120,51.45968,TRUE,4.12767,4.12767,8.47301,90,90,120,48.54032,Gln,0,,,,,,,,,,,2.18,9,,5.65
579168-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/9wq51-gt688/files/579168-mythen_summed.xye/content,1033337.26,5.28519,6.27061,TRUE,4.9964,4.9964,17.06108,90,90,120,57.33019,TRUE,4.12716,4.12716,8.47324,90,90,120,42.66981,Gln,0.2,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579169-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/2eypb-a5451/files/579169-mythen_summed.xye/content,1345416.61,6.23204,7.48737,TRUE,4.99622,4.99622,17.0617,90,90,120,62.94188,TRUE,4.12698,4.12698,8.47419,90,90,120,37.05812,Gln,0.25,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579170-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/5fd77-e8d10/files/579170-mythen_summed.xye/content,277940.5,5.58465,6.24603,TRUE,4.99658,4.99658,17.07,90,90,120,26.34816,TRUE,4.12751,4.12751,8.47497,90,90,120,73.65184,Gln,0.5,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579171-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/w4a9n-mn864/files/579171-mythen_summed.xye/content,457266.56,5.69843,6.65224,TRUE,4.99517,4.99517,17.07714,90,90,120,29.86858,TRUE,4.1274,4.1274,8.47383,90,90,120,70.13142,Gln,0.75,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579172-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/pbr10-da481/files/579172-mythen_summed.xye/content,617662.9408379999,6.22792,7.63351,TRUE,4.99494,4.99494,17.07582,90,90,120,27.37857,TRUE,4.12682,4.12682,8.4733,90,90,120,72.62143,Gln,1,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579173-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/2enq5-zvy77/files/579173-mythen_summed.xye/content,180580.03,5.98578,6.71075,TRUE,4.99596,4.99596,17.08302,90,90,120,17.87866,TRUE,4.12799,4.12799,8.47409,90,90,120,82.12134,Gln,1.25,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579174-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/7zxcg-cdf83/files/579174-mythen_summed.xye/content,257147.24667700002,6.31046,7.31424,TRUE,4.99561,4.99561,17.08475,90,90,120,18.37877,TRUE,4.12745,4.12745,8.47432,90,90,120,81.62123,Gln,1.5,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
579175-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/ryemd-nat17/files/579175-mythen_summed.xye/content,602386.9688500001,6.413,7.93985,TRUE,4.99462,4.99462,17.08454,90,90,120,28.47081,TRUE,4.12702,4.12702,8.47233,90,90,120,71.52919,Gln,1.7,https://www.ebi.ac.uk/chebi/CHEBI:18050,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:24318, https://www.ebi.ac.uk/chebi/CHEBI:28300]","[L-Î±-amino acid, proteinogenic amino acid, glutamine family amino acid, glutamine]",,L-glutamine,C5H10N2O3,146.146,NC(=O)CC[C@H](N)C(=O)O,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,2.18,9,,5.65
578530-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/fc632-36c46/files/578530-mythen_summed.xye/content,2018866.63,6.61023,8.12402,TRUE,4.9957,4.9957,17.05699,90,90,120,85.55603,TRUE,4.12724,4.12724,8.47112,90,90,120,14.44397,Gly,0,,,,,,,,,,,2.34,9.58,,5.97
