Filename,FileURL,Maximum Intensity,Weighted pattern R-factor (R_wp),Goodness of Fit,Calcite phase present,Calcite unit-cell length a,Calcite unit-cell length b,Calcite unit-cell length c,Calcite unit-cell angle alpha,Calcite unit-cell angle beta,Calcite unit-cell angle gamma,Calcite weight percentage,Vaterite phase present,Vaterite unit-cell length a,Vaterite unit-cell length b,Vaterite unit-cell length c,Vaterite unit-cell angle alpha,Vaterite unit-cell angle beta,Vaterite unit-cell angle gamma,Vaterite weight percentage,Additive - label,Additive - concentration,Additive - ChEBI URL,Additive - ChEBI molecule class URLs,Additive - ChEBI molecule class names,Additive - name,Additive - IUPAC name,Additive - formula,Additive - mass,Additive - canonical SMILES,Additive - standard InChI,Additive - standard InChIKey,Additive – pKa (COOH group),Additive – pKb (NH2 group),Additive – pKc (other group),Additive – pI
578849-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/j6man-b6y82/files/578849-mythen_summed.xye/content,145128.83199600002,1.84481,1.92008,TRUE,4.99558,4.99558,17.05858,90,90,120,51.95256,TRUE,4.12624,4.12624,8.47086,90,90,120,48.04744,Ile,1.5,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
578850-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/t49b4-nhd21/files/578850-mythen_summed.xye/content,304051.01,5.64831,6.79564,TRUE,4.99606,4.99606,17.06125,90,90,120,18.14984,TRUE,4.12759,4.12759,8.47289,90,90,120,81.85016,Ile,1.75,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
578851-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/j4cr2-2f026/files/578851-mythen_summed.xye/content,253309.68079399999,5.47522,6.46074,TRUE,4.99632,4.99632,17.06285,90,90,120,17.04453,TRUE,4.12766,4.12766,8.47373,90,90,120,82.95547,Ile,2,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579058-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/f13qp-q7d50/files/579058-mythen_summed.xye/content,1392780.93,5.89671,6.83865,TRUE,4.99722,4.99722,17.05752,90,90,120,100,FALSE,,,,90,90,120,0,Ile,0,,,,,,,,,,,2.26,9.6,,6.02
579059-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/2cs0j-xat85/files/579059-mythen_summed.xye/content,1066513.03,5.55574,6.72235,TRUE,4.99608,4.99608,17.05767,90,90,120,49.89939,TRUE,4.12835,4.12835,8.47005,90,90,120,50.10061,Ile,0.25,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579060-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/r0cg5-ex257/files/579060-mythen_summed.xye/content,734720.46,5.23467,5.99246,TRUE,4.99761,4.99761,17.06046,90,90,120,64.13766,TRUE,4.12916,4.12916,8.47059,90,90,120,35.86234,Ile,0.5,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579061-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/0kgm9-fdv15/files/579061-mythen_summed.xye/content,1679003.29,5.63149,6.7556,TRUE,4.99631,4.99631,17.05873,90,90,120,90.60614,TRUE,4.12858,4.12858,8.46981,90,90,120,9.39386,Ile,0.75,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579062-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/ajrfp-35y10/files/579062-mythen_summed.xye/content,1995706.93,6.2858,7.59442,TRUE,4.99482,4.99482,17.0618,90,90,120,100,FALSE,,,,90,90,120,0,Ile,1,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579063-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/2hm6r-5pf23/files/579063-mythen_summed.xye/content,612202.98,4.84003,5.6873,TRUE,4.99547,4.99547,17.05977,90,90,120,38.62233,TRUE,4.12814,4.12814,8.4711,90,90,120,61.37767,Ile,1.25,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579064-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/tnepc-s2v31/files/579064-mythen_summed.xye/content,426395.71,6.32227,6.83537,TRUE,4.99672,4.99672,17.0644,90,90,120,53.0049,TRUE,4.12779,4.12779,8.47536,90,90,120,46.9951,Ile,1.5,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579065-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/rgybf-b7166/files/579065-mythen_summed.xye/content,672346.2769849999,5.20275,6.22603,TRUE,4.99632,4.99632,17.06208,90,90,120,41.27801,TRUE,4.12862,4.12862,8.47036,90,90,120,58.72199,Ile,1.75,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
579066-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/gxhqg-bgf85/files/579066-mythen_summed.xye/content,814125.1486409999,4.89979,5.57603,TRUE,4.9964,4.9964,17.06342,90,90,120,74.39424,TRUE,4.12892,4.12892,8.47095,90,90,120,25.60576,Ile,2,https://www.ebi.ac.uk/chebi/CHEBI:17191,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:22658, https://www.ebi.ac.uk/chebi/CHEBI:24898]","[L-Î±-amino acid, proteinogenic amino acid, aspartate family amino acid, isoleucine]",,L-isoleucine,C6H13NO2,131.175,CC[C@H](C)[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,2.26,9.6,,6.02
578492-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/qph0a-zyy59/files/578492-mythen_summed.xye/content,1040428.29,5.45357,6.72193,TRUE,4.99778,4.99778,17.05237,90,90,120,46.74478,TRUE,4.12749,4.12749,8.47136,90,90,120,53.25522,Leu,0,,,,,,,,,,,2.32,9.58,,5.98
578493-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/qkdxp-cdp51/files/578493-mythen_summed.xye/content,638609.1290999999,5.26653,6.15527,TRUE,4.99697,4.99697,17.0576,90,90,120,40.67244,TRUE,4.12877,4.12877,8.47021,90,90,120,59.32756,Leu,0.1,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
578494-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/etd3p-gfr41/files/578494-mythen_summed.xye/content,693520.81,5.58144,6.74772,TRUE,4.9961,4.9961,17.05681,90,90,120,33.988,TRUE,4.12829,4.12829,8.47015,90,90,120,66.012,Leu,0.25,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
578495-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/g7d1g-44310/files/578495-mythen_summed.xye/content,546534.25,6.45296,7.9609,TRUE,4.99626,4.99626,17.05943,90,90,120,22.93805,TRUE,4.12728,4.12728,8.47335,90,90,120,77.06195,Leu,0.5,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
578496-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/dbfg3-pdq50/files/578496-mythen_summed.xye/content,477945.41,5.83567,7.1128,TRUE,4.99507,4.99507,17.05941,90,90,120,22.74045,TRUE,4.1282,4.1282,8.4694,90,90,120,77.25955,Leu,0.75,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
578498-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/bw2hw-4wv49/files/578498-mythen_summed.xye/content,1098677.5711589998,6.01764,7.12148,TRUE,4.99591,4.99591,17.06233,90,90,120,59.20224,TRUE,4.12741,4.12741,8.47386,90,90,120,40.79776,Leu,1.25,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
578499-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/nh8mj-7yv38/files/578499-mythen_summed.xye/content,564567.2533549999,7.02168,8.69234,TRUE,4.99634,4.99634,17.06077,90,90,120,24.59381,TRUE,4.12746,4.12746,8.47217,90,90,120,75.40619,Leu,1.5,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
578500-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/c17wt-9tc63/files/578500-mythen_summed.xye/content,609422.74,8.93941,10.82847,TRUE,4.99494,4.99494,17.06548,90,90,120,33.33609,TRUE,4.12796,4.12796,8.47131,90,90,120,66.66391,Leu,1.75,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
578684-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/cdh87-yyd09/files/578684-mythen_summed.xye/content,1121363.56,6.38775,7.31094,TRUE,4.99419,4.99419,17.0698,90,90,120,88.07885,TRUE,4.12671,4.12671,8.4735,90,90,120,11.92115,Leu,0,,,,,,,,,,,2.32,9.58,,5.98
578685-mythen_summed.xye,https://data-collections-dev.psdi.ac.uk/api/records/cdjvq-ezd26/files/578685-mythen_summed.xye/content,1947729.77,6.18812,7.42802,TRUE,4.99559,4.99559,17.06198,90,90,120,100,FALSE,,,,90,90,120,0,Leu,0.1,https://www.ebi.ac.uk/chebi/CHEBI:15603,"[https://www.ebi.ac.uk/chebi/CHEBI:15705, https://www.ebi.ac.uk/chebi/CHEBI:83813, https://www.ebi.ac.uk/chebi/CHEBI:26463, https://www.ebi.ac.uk/chebi/CHEBI:25017]","[L-Î±-amino acid, proteinogenic amino acid, pyruvate family amino acid, leucine]",,L-leucine,C6H13NO2,131.175,CC(C)C[C@H](N)C(=O)O,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,2.32,9.58,,5.98
